#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-11-26T00:11:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bfb3a191f9bc	
#INFO	-out.max=9999	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=9999
#-nav=cat:J/ApJ/801/3&tab:{J/ApJ/801/3/table1}&key:source=J/ApJ/801/3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/801/3/table1
#-order=I
#-out=KOI
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Prot
#-out=e_Prot
#-out=Rvar
#-out=LPH
#-out=w
#-out=D
#-out=N
#-out=C
#-out=G
#-out=T
#-out=F
#-out=R
#-out=M1
#-out=M2
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#
#
#RESOURCE=yCat_18010003
#Name: J/ApJ/801/3
#Title: Rotation periods for Q3-Q14 KOIs (Mazeh+, 2015)
#Table	J_ApJ_801_3_table1:
#Name: J/ApJ/801/3/table1
#Title: Stellar rotational periods for the KOIs
#Column	KOI	(I4)	[1/6249] Kepler Object of Interest identifier	[ucd=meta.id;meta.main]
#Column	KIC	(I8)	Kepler Input Catalog identifier (V/133)	[ucd=meta.id]
#Column	Teff	(I5)	[3089/10949]? KIC effective temperature (1) [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	log(g)	(F6.3)	[0.03/6.1]? KIC log surface gravity (1)	[ucd=phys.gravity]
#Column	Prot	(F6.2)	[0.08/154]? Rotational period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0/73]? The 1{sigma} uncertainty in Prot	[ucd=stat.error]
#Column	Rvar	(I5)	[-9999/96819]? Amplitude of modulation (-9999 if no reliable amplitude) [NULL integer written as an empty string]	[ucd=src.var.amplitude]
#Column	LPH	(F9.6)	[0.01/1.8]? The Local Peak Height value of the autocorrelation function (ACF)	[ucd=stat.fit.param]
#Column	w	(F9.6)	[0/1]? Assigned weight (the w value); see text	[ucd=stat.weight]
#Column	D	(I1)	[0/1] "1" if Dressing & Charbonneau 2013 (J/ApJ/767/95) parameters used (1)	[ucd=meta.code]
#Column	N	(I1)	[0/1] "1" if KIC values missing, so NASA Exoplanet Archive (NEA) parameters used (1)	[ucd=meta.code]
#Column	C	(I1)	[0/1] "1" if Centroid motion shows transit and rotational modulation on different stars	[ucd=meta.code]
#Column	G	(I1)	[0/1] "1" if star is likely a giant	[ucd=meta.code]
#Column	T	(I1)	[0/1] "1" if T_eff_ outside 3500-6500K	[ucd=meta.code]
#Column	F	(I1)	[0/1] "1" if false positive (EB) identified in this work	[ucd=meta.code]
#Column	R	(I1)	[0/1] "1" if rejected by visual examination stage	[ucd=meta.code]
#Column	M1	(I1)	[0/1] "1" if inconsistent detection in different quarters	[ucd=meta.code]
#Column	M2	(I1)	[0/1] "1" if inconsistent detection with not high enough peaks	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KOI|KIC|Teff|log(g)|Prot|e_Prot|Rvar|LPH|w|D|N|C|G|T|F|R|M1|M2|Simbad|_RA|_DE
4885| 9935642| 5331| 4.300| 25.09| 0.90| 5747| 0.789489| 0.485782|0|0|0|0|0|0|0|0|0|Simbad|283.45764|+46.81954
4886| 7692248| 5746| 4.530| 12.83| 2.43| 2252| 0.052439| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.95074|+43.32434
4887| 4059887| 5881| 4.165| 19.47| 0.50|-9999| 0.297050| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.26559|+39.12984
4890| 6691169| 6399| 4.624| 37.98| 7.94| 2467| 0.106158| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.72189|+42.11730
4891|10747501| 5695| 4.631| 33.77| 8.09| 2384| 0.164602| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.48297|+48.02250
4892|10586744| 5748| 4.311| 51.84| 5.92| 1243| 0.297745| 0.073994|0|0|0|0|0|0|0|0|1|Simbad|285.70697|+47.86997
4893|11970050| 5774| 4.773| 14.73| 0.02|11421| 1.412220| 0.680208|0|0|0|0|0|0|0|0|0|Simbad|295.08194|+50.34460
4895|12416597| 5570| 4.432| 21.93| 0.49| 3216| 0.624749| 0.422156|0|0|0|0|0|0|0|0|0|Simbad|295.51495|+51.20374
4896|11135694| 5890| 4.417| 75.18| 2.84| 1491| 0.165732| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.90042|+48.74614
4900| 6424561| 5820| 4.435| 61.98| 2.86| 1645| 0.214934| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.57806|+41.89026
4904| 8803757| 5620| 4.686| 57.56| 8.31| 1638| 0.155619| 0.005116|0|0|0|0|0|0|0|0|1|Simbad|284.72797|+45.06497
4907| 5437762| 6122| 4.371| 23.26| 9.40|  562| 0.055139| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.39761|+40.62690
4912| 5208962| 5984| 4.717|  4.78| 0.16| 1299| 0.059234| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.19199|+40.38795
4913| 5769810| 6286| 4.334|  3.31| 0.02|  749| 0.350674| 0.254786|0|0|0|0|0|0|0|0|0|Simbad|283.67880|+41.09688
4914|12071754| 5840| 4.579| 39.27| 0.63|  999| 0.056784| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.40094|+50.55834
4922| 1297263| 5990| 3.958| 36.70| 3.79| 1219| 0.348425| 0.138584|0|0|0|0|0|0|0|0|1|Simbad|291.94852|+36.95208
4923| 1429589| 5927| 4.123| 72.95| 2.40| 1497| 0.738299| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.75626|+37.08981
4924| 1572948| 6361| 4.057|  0.48| 0.03| 1166| 0.038123| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.32748|+37.12670
4926| 1865864| 4675| 4.563| 21.58| 0.11|19709| 1.141734| 0.645627|0|0|0|0|0|0|0|0|0|Simbad|290.87305|+37.36218
4927| 1870398| 5928| 4.409| 43.19| 0.58| 1563| 0.144518| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.91556|+37.32258
4933| 2163226| 6042| 4.455|  0.94| 0.00| 1724| 0.089708| 0.033859|0|0|0|0|0|0|0|0|1|Simbad|292.10245|+37.56691
4938| 2310993| 6079| 4.615|  0.94| 0.00| 2579| 0.056940| 0.036672|0|0|0|0|0|0|0|0|1|Simbad|293.22018|+37.61070
4939| 2437209| 4655| 4.498| 12.50| 0.10| 6802| 0.605474| 0.340946|0|0|0|0|0|0|1|0|0|Simbad|290.20993|+37.72598
4941| 2438406| 5189| 4.354|  0.46| 0.05| 5175| 0.040238| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.31512|+37.74245
4946| 2570432| 5301| 4.458|  0.30| 0.01|11560| 0.044579| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.28079|+37.88217
4950| 2707916| 4430| 4.559|  0.31| 0.13| 4550| 0.048514| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.23746|+37.91072
4954| 2833632| 5683| 4.454| 26.88| 3.20|  742| 0.143165| 0.083882|0|0|0|0|0|0|0|0|1|Simbad|286.31915|+38.08640
4958| 2861298| 5765| 3.837| 67.65|11.20|  587| 0.278001| 0.030733|0|1|0|0|0|0|0|0|1|Simbad|293.31863|+38.00547
4960| 2992634| 5964| 4.398|  9.91| 0.97| 1140| 0.158733| 0.091228|0|0|0|0|0|0|0|0|1|Simbad|292.07803|+38.15383
4961| 3001955| 4683| 4.559| 46.24| 1.41| 5080| 0.644677| 0.331952|0|0|0|0|0|0|0|0|0|Simbad|294.08450|+38.15632
4962| 3003673| 5851| 4.385| 72.41| 2.46| 2072| 0.345086| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.42056|+38.19053
4964| 3117115| 5689| 4.685| 63.78|22.17| 2897| 0.084700| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.58234|+38.29966
4967| 3239171| 5957| 4.643| 73.00| 3.93| 3522| 0.259333| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.47034|+38.39434
4968| 3240049| 4435| 2.127|      |     |     |         |         |0|0|0|1|0|1|0|0|0|Simbad|292.68399|+38.36573
4970| 3245638| 5883| 4.506|  0.70| 0.00| 9919| 1.059890| 0.577578|0|0|0|0|0|0|1|0|0|Simbad|294.04364|+38.36454
4971| 3329985| 3401| 4.971|      |     |     |         |         |1|0|0|0|1|0|0|0|0|Simbad|287.88785|+38.49255
4972| 3340165| 6152| 4.644| 58.82|14.59| 1905| 0.384120| 0.126314|0|0|0|0|0|0|0|0|1|Simbad|290.92410|+38.43834
4974| 3341982| 5324| 4.656| 32.44| 8.39| 3023| 0.080855| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.39856|+38.44638
4975| 3355104| 5586| 4.612| 54.69| 2.75| 3535| 0.111632| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.63104|+38.40455
4976| 3356156| 7089| 4.148|      |     |     |         |         |0|1|0|0|1|0|0|0|0|Simbad|294.86414|+38.48018
4977| 3425363| 4308| 4.609| 38.84| 1.05| 3323| 0.185859| 0.108474|0|0|0|0|0|0|0|0|1|Simbad|285.52930|+38.54814
4978| 3428127| 5337| 4.400| 24.09| 1.12| 4194| 0.366051| 0.257374|0|0|0|0|0|0|0|0|0|Simbad|286.59076|+38.55830
4981| 3441795| 5138| 4.618| 25.05| 0.42| 6681| 1.079411| 0.573789|0|0|0|0|0|0|0|0|0|Simbad|290.94846|+38.56591
4985| 3532510| 6936| 4.177|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|287.72379|+38.62423
4986| 3540873| 5568| 4.822| 10.23| 0.35| 1488| 0.111350| 0.030408|0|0|0|0|0|0|0|0|1|Simbad|290.35480|+38.67253
4988| 3542928| 5580| 4.541| 18.22| 0.13| 5358| 0.726738| 0.502448|0|0|0|0|0|0|0|0|0|Simbad|290.96146|+38.67344
4989| 3545749| 4779| 4.550| 45.32| 2.15| 4381| 0.455729| 0.225948|0|0|0|0|0|0|0|0|1|Simbad|291.72620|+38.68660
4991| 3548645| 5680| 4.849| 53.82| 5.02| 1807| 0.119758| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.48090|+38.65412
4992| 3553900| 5470| 4.797| 14.48| 0.07|14203| 1.140220| 0.661110|0|0|0|0|0|0|0|0|0|Simbad|293.77448|+38.65438
4993| 3554819| 5675| 4.575| 22.04| 2.57|  736| 0.120230| 0.121680|0|0|0|0|0|0|0|0|1|Simbad|293.99844|+38.61744
4996| 3641216| 6101| 4.616| 67.12|15.29|  662| 0.611787| 0.268779|0|0|0|0|0|0|1|0|0|Simbad|290.19086|+38.77953
4997| 3644399| 6202| 4.730| 27.30| 3.47| 2367| 0.081321| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.12909|+38.74053
4999| 3646449| 5838| 4.662| 69.22|12.61| 2172| 0.231404| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|291.65906|+38.71216
5002| 3730176| 5985| 4.329| 49.19|31.12|  579| 0.180048| 0.002960|0|0|0|0|0|0|0|0|1|Simbad|285.85730|+38.82007
5004| 3751118| 5549| 4.497| 62.35| 5.41| 1219| 0.149415| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.55780|+38.85030
5007| 3758499| 5670| 3.955| 12.57| 0.33|  794| 0.026732| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.36734|+38.84689
5008| 3763724| 6292| 4.510| 44.74| 9.49| 2497| 0.414526| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.55817|+38.84680
5009| 3834728| 4955| 4.616| 62.57| 6.14| 2051| 0.169298| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.23233|+38.99175
5011| 3836509| 4758| 2.877|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|286.97180|+38.93648
5012| 3836522| 5268| 4.379|  2.33| 0.03| 1188| 0.055689| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.97745|+38.91326
5014| 3848665| 4596| 4.590|  1.74| 0.41| 6241| 0.046455| 0.000000|0|1|0|0|0|0|0|1|0|Simbad|290.97659|+38.99610
5017| 3852865| 5531| 4.465| 26.36| 0.09| 1437| 0.482012| 0.315814|0|0|0|0|0|0|0|0|0|Simbad|292.13519|+38.92649
5018| 3854101| 5346| 4.631| 20.43| 4.18| 2877| 0.120533| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.46490|+38.90742
5020| 3859890| 5739| 4.424| 25.66|15.28| 1105| 0.133842| 0.082454|0|0|0|0|0|0|0|0|1|Simbad|293.93387|+38.94484
5021| 3863877| 5585| 4.686| 14.81| 0.15| 5567| 0.962684| 0.609372|0|0|0|0|0|0|0|0|0|Simbad|294.90323|+38.95647
5022| 3865815| 5148| 4.670| 23.11| 1.36| 6750| 0.865876| 0.547669|0|0|0|0|0|0|0|0|0|Simbad|295.35132|+38.92704
5025| 3953106| 5398| 4.103|      |     |     |         |         |0|0|0|0|0|1|0|0|0|Simbad|291.17975|+39.09965
5026| 3953212| 5825| 4.310| 51.98| 5.77| 1185| 0.456838| 0.189913|0|0|0|0|0|0|0|0|1|Simbad|291.21167|+39.09319
5027| 3955444| 4822| 3.244|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|291.82446|+39.00618
5028| 3962728| 4751| 4.755|  4.06| 0.14| 2781| 0.044332| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.69250|+39.02214
5030| 3968809| 6110| 4.628| 49.56|20.39| 1535| 0.271087| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.18872|+39.01865
5031| 3970397| 5675| 4.536| 15.30| 0.18| 3369| 0.676739| 0.468431|0|0|0|0|0|0|0|0|0|Simbad|295.51279|+39.08849
5033| 3974928| 4690| 3.663|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|296.35797|+39.07858
5039| 4077767| 4763| 4.606| 26.49|22.52| 4384| 0.102936| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.40408|+39.16981
5040| 4135912| 6121| 4.428| 73.25|16.28| 1143| 0.157598| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.66583|+39.25204
5041| 4144238| 6092| 3.879|      |     |     |         |         |0|0|1|0|0|0|0|0|0|Simbad|287.83432|+39.21430
5042| 4147171| 5880| 4.557| 32.16| 0.65| 2193| 0.025561| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.78134|+39.28825
5043| 4149060| 5559| 4.474| 58.83| 7.15| 2124| 0.196908| 0.004710|0|0|0|0|0|0|0|0|1|Simbad|289.31668|+39.23509
5044| 4150972| 6033| 4.218| 56.77| 1.68|  305| 0.175359| 0.000000|0|1|0|0|0|0|0|1|0|Simbad|289.83130|+39.27800
5046| 4164511| 6475| 4.335|  4.18| 0.02| 3196| 0.709532| 0.487185|0|0|0|0|0|0|0|0|0|Simbad|293.24701|+39.23669
5047| 4179201| 5814| 4.344| 30.56| 2.61| 1609| 0.102828| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.32437|+39.29288
5048| 4241238| 4763| 3.593|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|284.63876|+39.35518
5050| 4245861| 5038| 4.477| 25.08|15.02| 2712| 0.078771| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.37234|+39.34230
5052| 4253860| 6636| 3.816|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|289.23367|+39.38652
5053| 4274816| 5694| 4.362| 14.32| 3.06| 1051| 0.227002| 0.131595|0|0|0|0|0|0|0|0|1|Simbad|294.57065|+39.33140
5055| 4281023| 4832| 3.240|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|295.87695|+39.33639
5057| 4346339| 5054| 3.429|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|285.34329|+39.41385
5064| 4469825| 6365| 4.555|  2.84| 0.00| 1373| 1.417888| 0.742040|0|0|0|0|0|0|0|0|0|Simbad|293.11960|+39.56230
5065| 4470888| 6220| 4.629| 57.41| 7.17| 2407| 0.350188| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.40259|+39.56713
5067| 4478142| 5476| 4.509|  6.13| 0.47| 2245| 0.074054| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.18680|+39.57569
5068| 4484179| 6198| 4.350| 47.66| 3.09|  636| 0.165647| 0.001230|0|0|0|0|0|0|0|0|1|Simbad|296.42270|+39.57939
5070| 4565943| 8657| 3.599|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|292.91196|+39.65135
5071| 4566848| 5785| 4.709| 14.81| 1.08| 2054| 0.017755| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|293.16476|+39.63156
5072| 4570555| 4883| 3.049|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|294.09631|+39.64708
5074| 4647949| 7024| 4.244|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|289.72604|+39.71681
5075| 4678873| 7496| 4.037|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|297.42007|+39.77375
5077| 4732137| 4680| 2.890|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|286.88327|+39.81669
5078| 4736439| 5003| 3.366|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|288.61954|+39.85696
5079| 4737848| 5882| 4.183| 20.18| 0.51|  831| 0.144686| 0.097064|0|0|0|0|0|0|0|0|1|Simbad|289.09619|+39.82728
5080| 4740375| 5738| 4.450|  5.94| 0.00| 3262| 1.112005| 0.623239|0|0|0|0|0|0|0|0|0|Simbad|289.87711|+39.83624
5081| 4741777| 5279| 4.338| 39.01| 0.40| 1709| 0.204108| 0.057947|0|0|0|0|0|0|0|0|1|Simbad|290.27060|+39.85185
5082| 4750406| 4770| 4.786| 22.33| 0.15| 5162| 0.820391| 0.511330|0|0|0|0|0|0|0|0|0|Simbad|292.89105|+39.88398
5083| 4750962| 5031| 3.225|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|293.05536|+39.84007
5084| 4760478| 5430| 4.530| 27.41|16.48| 2693| 0.077038| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.42935|+39.88654
5085| 4761427| 5532| 4.739| 12.54| 3.08| 3757| 0.245541| 0.123181|0|0|0|0|0|0|0|0|1|Simbad|295.62579|+39.82464
5087| 4770798| 5484| 4.219| 24.86| 4.04| 1192| 0.380666| 0.284833|0|0|0|0|0|0|0|0|0|Simbad|297.50919|+39.88802
5088| 4813750| 5481| 4.469| 25.76| 1.91| 2906| 0.035311| 0.105475|0|0|0|0|0|0|0|0|1|Simbad|283.67819|+39.96428
5089| 4814168| 6209| 4.150|  8.62| 1.45|  848| 0.153753| 0.138056|0|0|0|0|0|0|0|0|1|Simbad|283.86240|+39.94540
5092| 4833409| 6281| 4.262|  5.35| 1.12| 1911| 0.175139| 0.133644|0|0|0|0|0|0|0|0|1|Simbad|291.10825|+39.95568
5098| 4912650| 5140| 4.436| 26.57| 0.81| 3159| 0.615872| 0.433237|0|0|0|0|0|0|0|0|0|Simbad|288.34174|+40.09639
5099| 4914221| 5564| 4.173| 45.57| 1.33|  508| 0.233427| 0.041204|0|0|0|0|0|0|0|0|1|Simbad|288.93060|+40.05734
5100| 4914399| 6323| 4.240|  0.26| 0.05|  711| 0.019042| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|288.97766|+40.01053
5101| 4915582| 6243| 4.064| 13.93| 0.12|  500| 0.283979| 0.171887|0|0|0|0|0|0|0|0|1|Simbad|289.35559|+40.06835
5102| 4917357| 5279| 4.776| 31.78| 3.32| 3072| 0.683080| 0.394904|0|0|0|0|0|0|0|0|0|Simbad|289.86099|+40.05564
5104| 4918303| 5796| 4.789| 27.56| 2.15| 1982| 0.147993| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.12497|+40.09838
5105| 4927738| 6016| 4.314| 27.66| 1.64|  401| 0.048516| 0.029133|0|0|0|0|0|0|0|0|1|Simbad|292.91852|+40.05290
5107| 4940376| 4903| 3.253|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|296.01852|+40.08715
5109| 4946581| 5699| 4.520| 57.28| 0.21|  928| 0.209651| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.36008|+40.03184
5110| 4953262| 4883| 2.855|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|298.76041|+40.05279
5116| 5024476| 5007| 2.691|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|295.32401|+40.15440
5117| 5027859| 5312| 4.647| 21.40| 4.70| 3052| 0.035169| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|296.01883|+40.10801
5119| 5036052| 4958| 2.959|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|297.78833|+40.13091
5121| 5039053| 5784| 4.011| 56.10| 7.12|  547| 0.514747| 0.222632|0|0|0|0|0|0|0|0|1|Simbad|298.32886|+40.14717
5122| 5080565| 4543| 4.673|  0.22| 0.05| 4906| 0.037165| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|284.97217|+40.20811
5123| 5091808| 5561| 4.447| 56.74| 1.77|  744| 0.106328| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|289.53738|+40.21331
5124| 5094412| 5319| 4.680| 19.02| 0.03| 1888| 0.018798| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.29840|+40.28784
5125| 5105886| 4884| 3.196|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|293.66641|+40.20363
5126| 5110453| 4930| 3.229|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|294.84802|+40.24088
5129| 5131276| 3215| 0.037|      |     |     |         |         |0|0|0|1|1|0|0|0|0|Simbad|299.32156|+40.26534
5131| 5174677| 6445| 4.242|  0.28| 0.02| 1378| 0.014520| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|287.96375|+40.31032
5133| 5181086| 4165| 4.406| 42.11| 9.24| 1689| 0.515559| 0.302371|0|0|0|0|0|0|0|0|0|Simbad|290.04050|+40.33738
5134| 5181299| 4968| 3.532|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|290.09991|+40.38658
5135| 5184144| 5053| 4.610| 37.97| 2.85| 2053| 0.129148| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.93436|+40.35816
5136| 5192660| 5855| 4.219| 19.27| 4.03|  588| 0.244642| 0.179165|0|0|0|0|0|0|0|0|1|Simbad|293.44922|+40.32630
5141| 5213811| 5909| 4.344|  2.53| 0.72|  966| 0.265927| 0.144474|0|0|0|0|0|0|0|0|1|Simbad|298.20096|+40.39232
5142| 5255259| 5009| 4.484| 11.17| 0.02|14336| 1.098830| 0.593091|0|0|0|0|0|0|0|0|0|Simbad|284.54691|+40.46853
5143| 5260419| 4900| 4.525| 15.91| 2.11| 2912| 0.037720| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|286.89532|+40.46011
5144| 5262539| 5664| 4.393| 19.82| 2.22| 2221| 0.510183| 0.377040|0|0|0|0|0|0|0|0|0|Simbad|287.77182|+40.44805
5146| 5265982| 4873| 3.498|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|289.02536|+40.42201
5147| 5271637| 5551| 4.244| 28.66| 6.60|  296| 0.367325| 0.225872|0|0|0|0|0|0|0|0|1|Simbad|290.74387|+40.47949
5148| 5281714| 6089| 4.430| 11.77| 0.11| 2190| 0.495887| 0.363315|0|0|0|0|0|0|0|0|0|Simbad|293.74628|+40.41774
5149| 5283728| 5494| 4.601|  4.97| 0.64| 2027| 0.028400| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.27399|+40.46208
5151| 5303185| 5827| 4.566| 18.30| 7.63| 1471| 0.069081| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|298.51175|+40.45947
5152| 5308777| 4705| 2.846|      |     |     |         |         |0|0|0|1|0|1|0|0|0|Simbad|299.57730|+40.49851
5154| 5370944| 5851| 4.595| 15.71| 6.33|  669| 0.045589| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|294.22009|+40.59223
5155| 5374838| 5832| 4.442| 38.94| 5.94| 1961| 0.107083| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|295.21255|+40.51691
5156| 5390913| 6103| 4.129|  1.67| 0.00|51689| 1.603345| 0.795720|0|0|0|0|0|0|0|0|0|Simbad|298.71750|+40.54197
5158| 5394585| 6506| 3.834|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|299.38071|+40.53567
5159| 5397106| 5801| 4.380|  9.54| 0.05| 2484| 0.416790| 0.270509|0|0|0|0|0|0|0|0|0|Simbad|299.84723|+40.50777
5160| 5425643| 4105| 4.422| 19.67| 0.30| 7710| 0.888598| 0.526398|0|0|0|0|0|0|0|0|0|Simbad|282.91010|+40.64652
5162| 5428199| 3700| 4.833| 22.26| 0.21| 2230| 1.082725| 0.628166|1|0|0|0|0|0|0|0|0|Simbad|284.19696|+40.64125
5163| 5436415| 4873| 3.447|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|287.85950|+40.68796
5164| 5436455| 6235| 4.478| 21.62| 0.26|  405| 0.059044| 0.026788|0|0|0|0|0|0|0|0|1|Simbad|287.87424|+40.63041
5166| 5440435| 5913| 4.176| 11.78| 0.27|  436| 0.277971| 0.195998|0|0|0|0|0|0|0|0|1|Simbad|289.32834|+40.67910
5169| 5443320| 5041| 4.445| 10.29| 0.10| 6902| 1.193898| 0.633759|0|0|0|0|0|0|0|0|0|Simbad|290.20547|+40.66993
5171| 5467126| 4683| 2.522|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|296.67810|+40.64903
5172| 5470851| 5600| 4.629| 24.29| 2.28| 2837| 0.036254| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|297.51108|+40.61908
5176| 5529385| 5532| 4.472| 17.34| 0.43| 2281| 0.743308| 0.506053|0|0|0|0|0|0|0|0|0|Simbad|290.43491|+40.77724
5177| 5547424| 4158| 4.649| 31.18| 0.31| 5749| 0.657156| 0.460614|0|0|0|0|0|0|0|0|0|Simbad|295.62753|+40.70625
5178| 5551240| 6316| 4.529|  2.12| 0.58| 1107| 0.196628| 0.127985|0|0|0|0|0|0|0|0|1|Simbad|296.50043|+40.72123
5179| 5563057| 7255| 4.118|      |     |     |         |         |0|0|0|0|1|0|0|0|0|Simbad|298.91757|+40.71696
5180| 5565261| 4889| 3.491|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|299.33298|+40.71435
5184| 5616628| 5879| 4.502| 16.97| 6.80| 1742| 0.030067| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|290.76614|+40.88169
5185| 5623137| 5695| 4.309| 44.66|10.10| 1152| 0.240112| 0.045023|0|0|0|0|0|0|0|0|1|Simbad|292.76889|+40.81618
5186| 5623839| 5927| 4.430| 42.29| 3.31|  744| 0.183055| 0.000000|0|0|0|0|0|0|0|1|0|Simbad|292.98447|+40.81302
5187| 5650420| 4611| 2.586|      |     |     |         |         |0|0|0|1|0|0|0|0|0|Simbad|299.19092|+40.82264
