#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-03-17T07:16:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6232e02624ff1c	
#INFO	-out.max=999999	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=999999
#-out.all=2
#-nav=cat:J/ApJ/743/48&tab:{J/ApJ/743/48/catalog}&key:source=J/ApJ/743/48/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/743/48/catalog
#-order=I
#-out=Name
#-out=HD
#-out=HIP
#-out=GJ
#-out=GCVS
#-out=2MASS
#-out=RAJ2000
#-out=DEJ2000
#-out=Cluster
#-out=Dist
#-out.all=2
#-out=Vmag
#-out=V-K
#-out=SpT
#-out=r_SpT
#-out=logLx
#-out=r_logLx
#-out=Prot
#-out=r_Prot
#-out=M*
#-out=R*
#-out=L*
#-out=Teff
#-out=dcz
#-out=Lx/bol
#-out.all=2
#
#
#RESOURCE=yCat_17430048
#Name: J/ApJ/743/48
#Title: Stars with rotation periods and X-ray luminosities (Wright+, 2011)
#Table	J_ApJ_743_48_catalog:
#Name: J/ApJ/743/48/catalog
#Title: Activity-rotation properties for 824 stars -- updated version by the author
#Column	Name	(a23)	Default source name (1)	[ucd=meta.id;meta.main]
#Column	HD	(I6)	? Henry Draper catalog number (Cat. III/135) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	HIP	(I6)	? Hipparcos catalog number (Cat. I/239) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	GJ	(a7)	Catalog of nearby stars source name (Cat. V/70)	[ucd=meta.id]
#Column	GCVS	(A9)	? General Catalog of Variable Stars source name (Cat. B/gcvs)	[ucd=meta.id]
#Column	2MASS	(A16)	2MASS source name (HHMMSSss+DDMMSSs; J2000 - Cat. II/246)	[ucd=meta.id]
#Column	RAJ2000	(A11)	? Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Cluster	(A8)	? Name of open cluster that star is part of (or 'Field')	[ucd=meta.id]
#Column	Dist	(F5.1)	? Distance to star (2)	[ucd=pos.distance;pos.heliocentric]
#Column	Vmag	(F5.2)	? Observed V magnitude of star	[ucd=phot.mag;em.opt.V]
#Column	V-K	(F5.2)	Dereddened V-K colour of star (3)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	SpT	(a5)	? Spectral type of star	[ucd=src.spType]
#Column	r_SpT	(A3)	? Reference for spectral type, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	logLx	(F5.2)	Logarithm of the intrinsic X-ray luminosity of the star	[ucd=phys.luminosity;em.X-ray]
#Column	r_logLx	(A3)	Reference for X-ray luminosity in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	Prot	(F5.2)	Rotation period of the star	[ucd=time.period]
#Column	r_Prot	(A4)	Reference for rotation period, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	M*	(F5.2)	Mass of the star (4)	[ucd=phys.mass]
#Column	R*	(F5.2)	Radius of the star (4)	[ucd=phys.size.radius]
#Column	L*	(F5.2)	Bolometric luminosity of the star (4)	[ucd=phys.luminosity]
#Column	Teff	(I4)	Effective temperature of the star (4)	[ucd=phys.temperature.effective]
#Column	dcz	(F5.2)	Height of the radiative-convective boundary (as a function of the stellar radius) (4)	[ucd=pos.cartesian.z]
#Column	Lx/bol	(F5.2)	Logarithm of the X-ray to bolometric luminosity	[ucd=phys.luminosity;arith.ratio]
Name|HD|HIP|GJ|GCVS|2MASS|RAJ2000|DEJ2000|Cluster|Dist|Vmag|V-K|SpT|r_SpT|logLx|r_logLx|Prot|r_Prot|M*|R*|L*|Teff|dcz|Lx/bol
GJ GJ1245A             |      |      |GJ1245A|V1581 Cyg|                |19 53 54.43|+44 24 54.2|Field   | 13.0|10.70| 3.84|     |   |28.51|V99| 0.26|H11 | 0.39| 0.34| 0.02|3650| 0.09|-3.44
HD 189733              |189733|      |       |V0452 Vul|20004370+2242391|20 00 43.71|+22 42 39.1|Field   | 19.0| 7.67| 1.64|G5   |C18|28.45|V99|11.80|H06 | 0.84| 0.75| 0.31|4780| 0.68|-4.66
HD 190007              |190007|      |       |V1654 Aql|20024703+0319344|20 02 47.04|+03 19 34.3|Field   | 13.0| 7.46| 2.73|K4   |B95|27.82|V99|28.95|D96 | 0.80| 0.72| 0.24|4642| 0.68|-5.11
HD 190406              |190406| 98819|       |         |20040620+1704125|20 04 06.22|+17 04 12.6|Field   | 18.0| 5.80| 1.46|G1   |B95|27.99|V99|13.94|D96 | 1.14| 1.09| 1.41|5825| 0.76|-5.68
HD 193017              |193017|      |       |         |20181000-0443432|20 18 10.01|-04 43 43.2|Field   | 37.0| 7.27| 1.29|F8   |C18|28.47|V99| 8.90|FEPS| 1.16| 1.11| 1.52|5875| 0.82|-5.25
GJ 791.2               |      |      |       |         |20294834+0941202|20 29 48.34|+09 41 20.2|Field   |  8.7|13.05| 5.74|     |   |27.88|P03| 0.32|P03 | 0.19| 0.20| 0.01|3264| 0.00|-3.44
                       |      |      |       |         |                |20 35 53.02|+10 06 11.8|Field   | 83.0|12.75| 3.28|     |   |29.68|V99| 0.96|H11 | 0.66| 0.56| 0.11|4115| 0.65|-2.93
                       |      |      |       |         |                |20 38 14.41|+23 07 52.4|Field   | 11.0|13.20| 4.84|     |   |27.84|V99| 8.40|H11 | 0.15| 0.17| 0.00|3158| 0.00|-3.27
GJ 799A/B              |196982|      |799B   |AT Mic   |20415111-3226073|20 41 51.16|-32 26 06.8|Field   | 11.0|10.25| 4.26|M4   |U72|29.48|V99| 0.78|K07 | 0.46| 0.39| 0.04|3744| 0.54|-2.65
                       |      |      |       |         |                |20 43 34.53|+24 07 40.8|Field   | 10.0|11.68| 4.28|     |   |28.62|V99| 0.80|H11 | 0.24| 0.23| 0.01|3398| 0.00|-2.90
HD 197481              |      |      |       |         |20450949-3120266|20 45 09.53|-31 20 27.2|Field   |  9.9| 8.81| 3.73|M1   |T06|29.40|P03| 4.85|P03 | 0.60| 0.51| 0.08|3969| 0.61|-3.07
HD 199019              |199019|      |       |         |20492929+7146292|20 49 29.34|+71 46 29.2|Field   | 35.0| 8.23| 1.64|G5   |C18|28.91|V99| 6.54|FEPS| 0.97| 0.88| 0.60|5259| 0.72|-4.42
HD 199143              |199143|      |       |         |20554767-1706509|20 55 47.67|-17 06 51.0|Field   | 48.0| 7.27| 1.29|F8   |C18|30.57|V99| 0.54|FEPS| 1.28| 1.30| 2.57|6244| 0.88|-3.39
HD 200746              |200746|      |       |TV Equ   |21050794+0756435|21 05 07.95|+07 56 43.6|Field   | 44.0| 7.97| 1.64|G5   |C18|28.97|V99| 7.61|FEPS| 1.12| 1.05| 1.23|5743| 0.76|-4.67
HD 201091              |201091|104214|       |V1803 Cyg|                |21 06 53.42|+38 44 53.0|Field   |  3.5| 5.20| 2.83|K5   |B95|27.28|V99|35.37|D96 | 0.72| 0.63| 0.15|4298| 0.65|-5.39
HD 201092              |201092|104217|       |         |                |21 06 55.26|+38 44 31.4|Field   |  3.5| 6.05| 3.41|K7   |B95|26.94|V99|37.84|D96 | 0.64| 0.55| 0.10|4073| 0.61|-5.58
HD 201219              |201219|      |       |         |21075653+0725584|21 07 56.52|+07 25 58.6|Field   | 36.0| 8.01| 1.64|G5   |C18|28.46|V99|16.00|FEPS| 1.02| 0.94| 0.78|5440| 0.72|-4.96
HD 201989              |201989|      |       |         |21140177-2939487|21 14 01.80|-29 39 48.7|Field   | 30.0| 7.38| 1.59|G3/G5|C18|28.88|V99|14.80|FEPS| 1.06| 0.98| 0.95|5569| 0.76|-4.63
                       |      |      |       |         |                |21 15 41.93|+17 46 24.3|Field   | 70.0|12.30| 3.26|     |   |29.23|V99| 9.02|H11 | 0.67| 0.57| 0.11|4141| 0.65|-3.41
HD 203030              |203030|      |       |V0457 Vul|21185820+2613500|21 18 58.22|+26 13 50.0|Field   | 41.0| 8.45| 1.77|G8   |C18|29.02|V99| 6.67|FEPS| 0.99| 0.91| 0.68|5360| 0.72|-4.37
HD 204277              |204277|      |       |         |21270660+1607267|21 27 06.61|+16 07 27.0|Field   | 34.0| 6.72| 1.29|F8   |C18|29.27|V99| 4.50|FEPS| 1.24| 1.23| 2.14|6112| 0.82|-4.61
HD 205905              |205905|      |       |         |21391010-2718234|21 39 10.15|-27 18 23.7|Field   | 26.0| 6.75| 1.54|G2   |C18|28.48|V99|11.18|FEPS| 1.12| 1.06| 1.25|5754| 0.76|-5.14
HD 206374              |206374|      |       |         |21410613+2645024|21 41 06.20|+26 45 02.4|Field   | 27.0| 7.45| 1.77|G8   |C18|28.41|V99|19.20|FEPS| 1.01| 0.93| 0.75|5416| 0.72|-5.00
HD 206860              |206860|      |       |HN Peg   |21443131+1446190|21 44 31.33|+14 46 19.0|Field   | 18.0| 5.96| 1.42|G0   |B95|29.25|V99| 4.86|D96 | 1.13| 1.07| 1.30|5775| 0.76|-4.39
GJ 1264A               |      |      |GJ1264 |AY Ind   |21490591-7206085|21 49 05.84|-72 06 09.0|Field   | 16.0| 9.80| 3.73|M1   |T06|29.22|V99| 6.67|K07 | 0.61| 0.52| 0.08|3998| 0.61|-3.28
                       |      |      |       |         |                |21 57 02.11|+38 26 31.6|Field   | 53.0|12.70| 3.56|     |   |28.94|V99| 9.65|H11 | 0.53| 0.45| 0.05|3855| 0.54|-3.38
GJ 841A                |      |      |       |         |21574119-5100221|21 57 41.21|-51 00 22.2|Field   | 16.0|10.36| 3.79|M2   |T06|28.65|V99| 1.12|K07 | 0.52| 0.44| 0.05|3834| 0.54|-3.63
                       |      |      |       |         |                |22 00 51.48|+33 53 38.0|Field   | 79.0|13.28| 3.48|     |   |29.12|V99|10.17|H11 | 0.57| 0.48| 0.07|3922| 0.61|-3.29
G 188-38               |      |      |       |V0374 Peg|22011310+2818248|22 01 13.11|+28 18 24.9|Field   |  8.9|11.99| 5.21|     |   |28.43|P03| 0.52|P03 | 0.26| 0.25| 0.01|3444| 0.00|-3.15
HD 209393              |209393|      |       |V0443 Lac|22020538+4420354|22 02 05.39|+44 20 35.4|Field   | 34.0| 7.96| 1.64|G5   |C18|28.62|V99| 7.20|FEPS| 1.00| 0.92| 0.71|5392| 0.72|-4.87
HD 209253              |209253|      |       |         |22023296-3208016|22 02 32.96|-32 08 01.5|Field   | 30.0| 6.63| 1.19|F6/F7|C18|29.29|V99| 3.00|FEPS| 1.20| 1.18| 1.83|6015| 0.82|-4.50
HD 209779              |209779|      |       |NT Aqr   |22060532-0521291|22 06 05.34|-05 21 28.9|Field   | 36.0| 7.57| 1.42|G0   |C18|29.20|V99|10.10|FEPS| 1.10| 1.02| 1.10|5678| 0.76|-4.40
                       |      |      |       |         |                |22 06 05.65|+47 34 07.4|Field   | 25.0|13.19| 4.11|     |   |29.01|V99| 1.19|H11 | 0.28| 0.27| 0.01|3490| 0.00|-2.65
HD 210667              |210667|      |       |V0446 Lac|22111191+3615230|22 11 11.91|+36 15 22.8|Field   | 22.0| 7.23| 1.95|K0   |C18|28.50|V99| 9.08|S00 | 0.99| 0.90| 0.67|5349| 0.72|-4.82
                       |      |      |       |         |                |22 14 21.51|+33 37 21.0|Field   | 33.0|13.90| 4.15|     |   |28.38|V99| 1.81|H11 | 0.27| 0.26| 0.01|3467| 0.00|-3.24
                       |      |      |       |         |                |22 17 06.96|+36 27 16.4|Field   | 21.0|14.38| 4.71|     |   |28.06|V99| 7.04|H11 | 0.17| 0.18| 0.00|3208| 0.00|-3.15
                       |      |      |       |         |                |22 18 42.66|+33 21 13.7|Field   | 12.0|13.16| 4.72|     |   |27.97|V99|14.75|H11 | 0.17| 0.18| 0.00|3203| 0.00|-3.23
V383 Lac               |      |      |       |V0383 Lac|22200702+4930116|22 20 07.03|+49 30 11.8|Field   | 34.0| 8.67| 2.17|     |   |30.03|V99| 2.47|FEPS| 0.91| 0.81| 0.43|5040| 0.70|-3.15
                       |      |      |       |         |                |22 26 53.17|+35 46 07.0|Field   | 27.0|14.76| 4.67|     |   |28.24|V99| 3.55|H11 | 0.17| 0.19| 0.00|3223| 0.00|-3.00
GJ 860B                |239960|      |       |DO Cep   |22275958+5741453|22 27 59.57|+57 41 45.3|Field   |  4.0| 9.59| 4.81|     |   |27.37|P03| 0.41|P03 | 0.30| 0.28| 0.01|3521| 0.00|-4.33
GJ 867A                |214479|      |       |FK Aqr   |22384559-2037160|22 38 45.57|-20 37 16.1|Field   |  8.7| 9.07| 3.79|M2   |T06|29.32|V99| 4.23|K07 | 0.51| 0.44| 0.05|3826| 0.54|-2.95
                       |      |      |       |         |                |22 42 07.53|+39 02 43.8|Field   | 32.0|14.61| 4.46|     |   |28.32|V99| 0.56|H11 | 0.21| 0.21| 0.01|3312| 0.00|-3.08
GJ 873                 |      |      |       |EV Lac   |22464980+4420030|22 46 49.73|+44 20 02.4|Field   |  5.1|10.20| 4.90|     |   |28.61|P03| 4.38|P03 | 0.30| 0.28| 0.01|3521| 0.00|-3.10
GJ 875                 |216133|      |       |         |22501943-0705245|22 50 19.43|-07 05 24.4|Field   | 14.0| 9.85| 3.75|     |   |29.01|P03| 1.60|P03 | 0.55| 0.47| 0.06|3886| 0.61|-3.35
HD 216803              |      |      |       |         |22562403-3133559|22 56 24.05|-31 33 56.0|Field   |  7.6| 6.48| 2.73|K4   |G06|28.30|P03|10.30|P03 | 0.77| 0.68| 0.21|4507| 0.68|-4.60
HD 216803              |216803|      |       |TW PsA   |22562403-3133559|22 56 24.05|-31 33 56.0|Field   |  7.6| 6.48| 2.73|K4p  |C18|28.33|V99| 9.87|FEPS| 0.77| 0.68| 0.21|4507| 0.68|-4.57
HD 217014              |217014|113357|       |         |22572795+2046077|22 57 27.98|+20 46 07.8|Field   | 15.0| 5.45| 1.64|G5   |B95|26.50|V99|37.00|B96 | 1.16| 1.11| 1.51|5874| 0.82|-7.20
                       |      |      |       |         |                |23 02 52.51|+43 38 15.7|Field   |  8.5|13.75| 5.29|     |   |27.29|V99| 0.35|H11 | 0.12| 0.14| 0.00|3004| 0.00|-3.58
                       |      |      |       |         |                |23 04 34.06|+40 14 37.8|Field   | 38.0|12.77| 3.77|     |   |28.80|V99| 3.56|H11 | 0.43| 0.37| 0.03|3704| 0.09|-3.26
                       |      |      |       |         |                |23 05 08.71|+45 17 31.8|Field   | 13.0|13.10| 4.64|     |   |28.36|V99| 1.28|H11 | 0.18| 0.19| 0.00|3236| 0.00|-2.91
GJ 890                 |      |      |       |HK Aqr   |23081954-1524354|23 08 19.55|-15 24 35.8|Field   | 22.0|10.60| 3.49|     |   |29.02|P03| 0.43|P03 | 0.56| 0.47| 0.06|3902| 0.61|-3.37
                       |      |      |       |         |                |23 11 38.74|+45 32 25.5|Field   | 66.0|12.54| 3.38|     |   |28.92|V99| 6.85|H11 | 0.62| 0.53| 0.09|4019| 0.61|-3.60
                       |      |      |       |         |                |23 11 51.80|+48 31 08.7|Field   | 77.0|13.06| 3.43|     |   |29.20|V99| 0.84|H11 | 0.60| 0.51| 0.08|3970| 0.61|-3.27
                       |      |      |       |         |                |23 12 32.33|+39 11 33.1|Field   | 33.0|14.33| 4.33|     |   |28.33|V99| 2.47|H11 | 0.23| 0.23| 0.01|3374| 0.00|-3.16
                       |      |      |       |         |                |23 16 30.77|+46 48 52.8|Field   |109.0|12.81| 3.08|     |   |29.55|V99| 1.91|H11 | 0.72| 0.63| 0.15|4315| 0.65|-3.22
HD 219834B             |      |      |       |         |23190668-1327310|23 19 06.67|-13 27 30.8|Field   | 21.0| 5.20| 1.77|G8   |G06|27.70|P03|42.00|P03 | 1.37| 1.42| 3.52|6459| 0.93|-6.43
HD 220182              |220182|      |       |V0453 And|23213644+4405520|23 21 36.51|+44 05 52.4|Field   | 22.0| 7.36| 2.03|K1   |C18|28.69|V99| 7.49|S00 | 0.96| 0.87| 0.58|5233| 0.72|-4.41
GJ 896B                |      |      |       |EQ PegB  |23315244+1956138|23 31 52.56|+19 56 13.9|Field   |  6.2|12.40| 6.14|     |   |28.62|P03| 0.20|P03 | 0.21| 0.22| 0.01|3328| 0.00|-2.80
GJ 897A                |      |      |       |         |23324655-1645081|23 32 46.61|-16 45 07.9|Field   | 15.0|10.38| 4.10|M3   |T06|29.10|V99| 4.83|K07 | 0.54| 0.46| 0.06|3874| 0.54|-3.25
2MASS J23581063+6733594|      |      |       |         |23581063+6733594|23 58 10.67|+67 33 59.7|Field   | 44.0| 8.74| 1.91|     |   |29.16|V99| 0.49|X07 | 0.98| 0.89| 0.64|5311| 0.72|-4.24

